Assembly Name,Assembly Accession,Assembly Paired Assembly Accession,Organism Name,Organism Taxonomic ID,ANI Check status,Annotation Name,Assembly Stats Total Sequence Length,Assembly Stats Number of Contigs,Assembly Stats Scaffold N50,Assembly Stats GC Percent,Annotation Count Gene Total,Annotation Count Gene Protein-coding
ASM2056784v1,GCA_020567845.1,,Rhododendron henanense subsp. lingbaoense,2488266,,,634288283,732,50177584,41,,
Osph-v2.3,GCA_040285675.1,,Ophrys sphegodes subsp. sphegodes,443042,,,5219656162,9761,217594550,41.5,,
ASM2988460v2,GCA_029884605.2,,Ormosia emarginata,53908,,,1420253666,11,183696964,34.5,,
dcArmPung1.1,GCA_965177835.1,,Armeria pungens,71827,,,4329991736,108,483591384,38.5,,
ASM5117532v1,GCA_051175325.1,,Avena agadiriana,83522,,,7064904570,334,506785665,44,,
ddPriFari1.hap1.1,GCA_978041845.1,,Primula farinosa,133892,,,1455355634,132,158706035,36.5,,
ddHelOela1.hap1.1,GCA_977782535.1,,Helianthemum oelandicum,632760,,,2613296561,177,241651649,41,,
ASM5117558v1,GCA_051175585.1,,Avena murphyi,37663,,,7827736983,283,571658883,43.5,,
ddCisCris1.2,GCA_965213365.2,,Cistus crispus,335185,,,1618031622,45,201400918,39,,
ASM5117548v1,GCA_051175485.1,,Avena brevis,398446,,,3653736553,167,526870182,44.5,,
Asativa_cv_Amagalon_v1.0,GCA_947310255.1,,Avena magna,283874,,,11436987069,4166,526335899,44,,
ASM5117533v1,GCA_051175335.1,,Avena maroccana,84388,,,7738748002,176,531695728,43.5,,
ASM5117554v1,GCA_051175545.1,,Avena hispanica,398447,,,3934407436,3592,528010963,44.5,,
dcClaSibi1.hap1.1,GCA_977969855.1,,Claytonia sibirica,89077,,,1599930087,758,257035737,36,,
ASM5162293v1,GCA_051622935.1,,Oreocharis maximowiczii,2728884,,,1753176062,48,102527696,37.5,,
Lactuca_virosa_CGN04683_v6,GCF_052849685.1,GCA_052849685.1,Lactuca virosa,75947,,GCF_052849685.1-RS_2026_02,3378627238,117,395245397,38,66022,35726
daXanOrie1.2,GCA_964271845.3,,Xanthium orientale,1534734,,,2257710948,38,124155882,37,,
drEbeCret1.4,GCA_964291055.4,,Ebenus cretica,754874,,,942442029,28,161678577,34.5,,
ASM5117546v1,GCA_051175465.1,,Avena clauda,83523,,,4190193224,96,624822138,43.5,,
CDU_Nican,GCA_050231475.1,,Nicandra physalodes,33118,,,933973313,24,103652924,39,,
ASM4749595v1,GCA_047495955.1,,Costus allenii,168177,,,1137003523,462,120338736,40,,
ASM5550489v1,GCA_055504895.1,,Arundinella anomala,1767994,,,2017688537,394,109802854,46,,
PSU_Pinf_1,GCA_040144145.1,,Poa infirma,165094,,,1151728964,873,256709825,45.5,,
ASM5117542v1,GCA_051175425.1,,Avena damascena,283873,,,3404503314,138,482732813,44,,
drGerPrat1.hap1.1,GCA_965636925.1,,Geranium pratense,487788,,,2103722344,466,149463658,44.5,,
ASM4018298v1,GCA_040182985.1,,Lithocarpus litseifolius,425828,,"Annotation submitted by Institute of Chinese Materia Medica, China Academy of Chinese Medicine Sciences",963782541,322,79818533,36,35776,35776
ASM5464305v1,GCA_054643055.1,,Castanopsis orthacantha,1045284,,,893276627,144,76186574,36,,
ASM5180248v1,GCA_051802485.1,,Apios priceana,254393,,,1922083646,1055,163541238,35,,
FJLZ_Ra_1.0,GCA_054131425.1,,Rosa anemoniflora,1608485,,,547519920,88,73487902,39,,
lpHieOdor1.hap1.1,GCA_965212095.1,,Hierochloe odorata,2592077,,,3601763366,678,251676326,47,,
drStaPinn1.2,GCA_965153445.2,,Staphylea pinnata,213841,,,1561880919,44,130005016,35.5,,
lpPolViri1.hap1.1,GCA_964234905.1,,Polypogon viridis,345913,,,2853299628,252,206348452,45.5,,
C_comosus_x_neochilus_1.0,GCA_978856865.1,,Plectranthus ornatus,2171726,,Annotation submitted by John Innes Centre,2718303895,449,86936231,39.5,92805,91535
ASM4671852v1,GCA_046718525.1,,Chenopodium opulifolium,1072226,,,1837274144,310,70761739,36.5,,
ASM5117552v1,GCA_051175525.1,,Avena hirtula,146533,,,3609243087,135,523906500,44.5,,
drZelAbel2.1,GCA_965283495.1,,Zelkova abelicea,160988,,,1582332011,222,109271146,34.5,,
dmGlaFlav1.hap1.1,GCA_977020455.1,,Glaucium flavum,56853,,,829248337,155,126083466,37,,
ASM3976418v1,GCA_039764185.1,,Tamarix austromongolica,262213,,,1327451378,607,111110796,34,,
BYU_p_eatonii_888,GCA_038501285.1,,Penstemon eatonii,388140,,,626186266,1358,74927530,36.5,,
ASM5561591v1,GCA_055615915.1,,Rhodiola yunnanensis,203019,,,643284422,144,54634982,41,,
BTMC_D.rupestre_1.0,GCA_040181865.1,,Dracocephalum rupestre,587660,,,435418314,215,59060284,38,,
daAncArve1.hap1.1,GCA_977871625.1,,Anchusa arvensis,170545,,,14894436084,1444,601234181,34.5,,
drHerMant1.hap1.1,GCA_978760985.1,,Heracleum mantegazzianum,380077,,,1611370527,255,144329098,35.5,,
ASM3086421v1,GCA_030864215.1,,Capsicum pubescens,113210,,,3927439990,356,312189810,37,,
A10_1,GCA_054556345.1,,Rosa odorata,267246,,,531049539,197,72058957,39,,
Agastache_foeniculum_PCGL_v1.0,GCA_054883455.1,,Agastache foeniculum,39269,,,482393235,395,44490983,37.5,,
ASM4671859v1,GCA_046718595.1,,Chenopodium sosnowskyi,1856635,,,911931744,286,53423613,36,,
ASM3707449v1,GCA_037074495.1,,Acacia confusa,3809,,,563995685,171,42518953,35,,
WRC_timopheevii_genome_with_organelles,GCA_963921465.1,,Triticum timopheevii,4570,,,9350839849,2304,671191297,46,,
ASM5117129v1,GCA_051171295.1,,Avena abyssinica,146529,,,6840119551,615,496441268,44,,
ASM4143027v1,GCA_041430275.1,,Digitaria radicosa,158096,,,441599311,61,51765594,45.5,,
ASM3037822v1,GCA_030378225.1,,Knoxia roxburghii,1905575,,,446303736,27,44377471,36,,
ASM5117127v1,GCA_051171275.1,,Avena vaviloviana,40828,,,6848497583,699,507084719,44,,
ASM4986244v1,GCA_049862445.1,,Alpinia officinarum,199623,,,2099483378,213,88271682,39,,
ASM5008403v1,GCA_050084035.1,,Philonotis turneriana,3417951,,,284429518,16,40570198,40,,
drLevOffi1.hap1.1,GCA_976925295.1,,Levisticum officinale,48042,,,4361588700,718,409302250,34.5,,
ASM4671860v1,GCA_046718605.1,,Chenopodium strictum,581245,,,848121816,259,51621315,35.5,,
drLotSubb1.hap1.1,GCA_977824325.1,,Lotus subbiflorus,181285,,,975234728,460,74376508,37.5,,
ASM3965736v1,GCA_039657365.1,,Stephania yunnanensis,152371,,Annotation submitted by Chengdu University of Traditional Chinese Medicine,812197772,108,57437519,36,31991,31991
dmThaAlpi1.1,GCA_979016915.1,,Thalictrum alpinum,395328,,,503849305,29,69782715,36,,
JAF_Wufan_1.0,GCA_042244285.1,,Vaccinium bracteatum,276782,,,588443680,88,48869028,38.5,,
ASM4935500v1,GCA_049355005.1,,Callicarpa nudiflora,1340046,,,596539594,101,34322529,32.5,,
ASM4671870v1,GCA_046718705.1,,Chenopodium acuminatum,240043,,,430326171,190,45290957,35.5,,
drPruRamb1.1,GCA_965154115.1,,Prunus ramburei,391055,,,287489237,11,36288618,38,,
ASM4728440v1,GCA_047284405.1,,Malus sargentii,106565,,,673620886,417,36370000,38.5,,
ddManGlaz.WildType.CASSAVASTORE,GCA_965364665.1,,Manihot glaziovii,478098,,,1299732536,5185,33753391,38,,
GPE008370,GCA_965654895.1,,Solanum insanum,2056095,,,1115796421,61,92299281,36,,
ASM4620178v1,GCA_046201785.1,,Hippophae salicifolia,48234,,,1108277018,240,95293244,30,,
ASM2450015v1,GCA_024500155.1,,Chenopodium formosanum,1640932,,,1629754520,846,61075681,36,,
A25_2,GCA_054553905.1,,Rosa phoenicia,127555,,,636229456,106,87426753,39.5,,
Ocorymbosa-M15.v1,GCA_949775105.1,,Oldenlandia corymbosa var. corymbosa,529605,,Annotation submitted by nanyang technological university,273711991,10,31012112,36,25189,25119
ASM5008451v1,GCA_050084515.1,,Blasia pusilla,122625,,,389910172,37,43145482,43.5,,
drPilMicr1 haplotype 2,GCA_055474985.1,,Pilocarpus microphyllus,2743281,,,2653246135,363,121695687,35,,
ASM2867189v1,GCA_028671895.1,,Oenanthe sinensis,305802,,,1244871860,274,46376134,34,,
A16_2,GCA_054554025.1,,Rosa xanthina,267264,,,355868527,148,48352254,39,,
drGerDiss1.hap1.1,GCA_977815175.1,,Geranium dissectum,326028,,,567015296,395,49446890,40.5,,
ASM4722593v1,GCA_047225935.1,,Malus melliana,1603816,,,706820659,675,35988720,38,,
ASM3054441v1,GCA_030544415.1,,Thalia dealbata,210077,,,255049420,84,30829658,40.5,,
ASM5008401v1,GCA_050084015.1,,Pyrrhobryum spiniforme,67399,,,533851538,126,55071039,35,,
Cgla_1,GCA_037954105.1,,Canavalia gladiata,3824,,Annotation submitted by Agricultural Genomics Institute at Shenzhen,614525652,128,55284388,32,49074,37830
ASM5023027v1,GCA_050230275.1,,Cistanthe cachinalensis,3397162,,,646637526,3087,44300938,40.5,,
ASM4528095v1,GCA_045280955.1,,Rosa hugonis,267238,,,354298534,73,49581071,39,,
ASM4611889v1,GCA_046118895.1,,Citrus garrawayi,231467,,,286673728,16,30082001,34.5,,
drMyrOdor1.hap1.1,GCA_977930265.1,,Myrrhis odorata,40880,,,736044763,130,69712319,35.5,,
ASM5008419v1,GCA_050084195.1,,Fissidens javanicus,2008589,,,391111754,33,28254817,36,,
V077.hap2_v1.0,GCA_044589825.1,,Vitis labrusca x Vitis berlandieri,3079802,,,509368295,125,25746420,35.5,,
Rb_GZU_1.0,GCA_040802705.1,,Rhododendron bailiense,3036663,,,924123250,817,61899567,41.5,,
ASM2801716v1,GCA_028017165.1,,Herpetospermum pedunculosum,386182,,,804056966,250,71404780,38.5,,
drGeuRiva1.hap1.1,GCA_964205265.1,,Geum rivale,148897,,,1047505177,523,48934121,40,,
S_luehmannii_50_HapB,GCA_050389955.1,,Syzygium luehmannii,219890,,,356581214,279,32216710,40,,
ddCorAlbu.pri,GCA_964187925.1,,Corema album,199168,,,548232794,94,40943406,38.5,,
MPIPZ_rhyTen1m_1,GCA_027725995.1,,Rhynchospora tenuis,198213,,Annotation submitted by Max-Planck institute for plant breeding research,397748660,1661,215061937,35.5,23215,23215
daCarDiae1.2,GCA_965177975.2,,Carlina diae,538483,,,4151227102,456,416577109,39.5,,
cbHomMand10.1,GCA_981437985.1,,Homalothecium mandonii,378980,,,416234647,43,38796100,38,,
daOroHede2.hap1.1,GCA_977930345.1,,Orobanche hederae,79235,,,2362870809,726,125328918,40.5,,
ASM4187008v1,GCA_041870085.1,,Anthurium amnicola,1678845,,,4791906534,1388,303025790,42.5,,
IITP_Hsosn_ver7,GCA_030848705.1,,Heracleum sosnowskyi,360622,,Annotation submitted by Institute for Information Transmission Problems,1629177483,489,136614956,35.5,55106,55106
V058.hap1_v1.0,GCA_045838565.1,,Vitis vinifera x Vitis amurensis,2611277,,,514670634,138,26519567,35,,
ASM3965734v1,GCA_039657345.1,,Stephania japonica,461633,,Annotation submitted by Chengdu University of Traditional Chinese Medicine,643419807,102,54028792,37,26695,26695
ASM4671857v1,GCA_046718575.1,,Chenopodium vulvaria,1072232,,,399152148,396,41253042,35,,
ASM5008395v1,GCA_050083955.1,,Entodon concinnus,455274,,,423684989,73,33782906,36.5,,
ddPriHirs2.1,GCA_965603815.1,,Primula hirsuta,184183,,,1521142265,167,49900556,35.5,,
ASM2756393v2,GCA_027563935.2,,Costus lasius,328769,,,1280867359,378,119749194,41,,
ASM4930950v1,GCA_049309505.1,,Ranunculus cassubicifolius,286882,,Annotation submitted by University of Goettingen,2691150139,603,355127345,42,31322,31322
ASM4714188v1,GCA_047141885.1,,Malus zumi,544964,,,675113275,422,36839403,38,,
dhMyrGale1.1,GCA_963930655.1,,Myrica gale,29739,,,643765905,155,26842264,38,,
ASM4986347v1,GCA_049863475.1,,Stephania longa,147244,,,608907803,366,51288500,37,,
ASM4714010v1,GCA_047140105.1,,Malus honanensis,106555,,,627097218,673,35578277,38,,
ASM2101899v1,GCA_021018995.1,,Chloranthus sessilifolius,146544,,,2168745836,399,145775264,39.5,,
V072.hap1_v1.0,GCA_051623435.1,,Vitis cinerea var. helleri x Vitis vinifera,152273,,,526291234,226,25909296,35.5,,
V032.hap2_v1.0,GCA_051623735.1,,Vitis cinerea var. helleri x Vitis riparia,152274,,,517192981,188,26749031,35,,
drZizLotu1.hap1.1,GCA_977901965.1,,Ziziphus lotus,345809,,,293261554,159,23263395,33.5,,
ASM4168403v1,GCA_041684035.1,,Monosolenium tenerum,179056,,,288007298,31,35175047,40.5,,
ASM4722635v1,GCA_047226355.1,,Malus ombrophila,2760075,,,632568429,803,34414105,38,,
ASM5008429v1,GCA_050084295.1,,Bryoxiphium norvegicum,98454,,,305875980,32,22921886,39,,
CDU_Epet,GCA_046269325.1,,Elaeocarpus petiolatus,571378,,,322450354,35,20575603,33.5,,
dcHonPepl1.hap1.1,GCA_965231345.1,,Honckenya peploides,169223,,,3591154256,641,108011306,36.5,,
ASM5190357v1,GCA_051903575.1,,Liquidambar gracilipes,99443,,,715445108,224,42396633,37.5,,
ASM5008398v1,GCA_050083985.1,,Aerobryopsis subdivergens,2752315,,,367357728,167,29580502,35,,
KIB_Rrac_1,GCA_036346355.1,,Rhipidocladum racemiflorum,464972,,,1711783300,351,70237751,44.5,,
cjMasWood2.1,GCA_965642095.1,,Mastigophora woodsii,255976,,,2273257613,252,255097285,42,,
ASM4671865v1,GCA_046718655.1,,Chenopodium pamiricum,1856633,,,494957036,995,51596856,37,,
ASM4728806v1,GCA_047288065.1,,Malus transitoria,106569,,,1259445831,449,36222519,38.5,,
ASM5008433v1,GCA_050084335.1,,Diphyscium fulvifolium,188002,,,317606711,80,38638246,36,,
aegilops_longissima_AEG-6782-2_v2,GCA_964264335.1,,Aegilops longissima,4486,,,6032792981,1923,854068172,47,,
laPotLuce1.hap1.1,GCA_965644075.1,,Potamogeton lucens,189327,,,660191066,1197,23743336,38.5,,
C_excelsa_V5,GCA_963556525.1,,Cochlearia excelsa,157165,,,310488619,144,36866022,35.5,,
daLinRepe1.hap1.1,GCA_977927345.1,,Linaria repens,299782,,,773048375,220,130161852,38.5,,
ASM3965738v1,GCA_039657385.1,,Citrus x changshan-huyou,2935761,,Annotation submitted by Zhejiang University,323511213,50,32144745,36,29716,29503
CNAP_Dsew_1.0,GCA_040764665.1,,Drepanocaryum sewerzowii,392624,,,332853095,134,35126193,38.5,,
V036.hap1_v1.0,GCA_044591225.1,,Vitis berlandieri x Vitis riparia x Vitis labrusca,3079800,,,518948011,229,26329560,35.5,,
dmLauAzor1.pri,GCA_977007225.1,,Laurus azorica,136121,,,1390780840,363,110509770,41,,
daPenSemp1.hap1.1,GCA_964197855.1,,Pentaglottis sempervirens,203760,,,850059384,427,76165603,36.5,,
ASM4612593v1,GCA_046125935.1,,Stylosanthes angustifolia,79067,,,645876253,167,64908894,35.5,,
Ssia_1.0,GCA_031216115.1,,Senna siamea,346999,,,437293135,389,32197000,33,,
ASM4089407v1,GCA_040894075.1,,Rhodiola chrysanthemifolia,202998,,,402298533,1411,49843313,40,,
V125.hap1_v1.0,GCA_044588375.1,,Vitis pseudoreticulata x Vitis vinifera,535272,,,500746056,183,25664336,35,,
ASM5008407v1,GCA_050084075.1,,Hedwigia ciliata,52988,,,242520537,43,23840048,38.5,,
V018.hap2_v1.0,GCA_044592055.1,,Vitis mustangensis x V. labrusca x V. rupestris x V. riparia x V. vinifera,3079804,,,490835986,172,25345471,35,,
daTraPorr1.hap1.1,GCA_977969915.1,,Tragopogon porrifolius,13731,,,2529800043,1536,457849510,37,,
ASM4930948v1,GCA_049309485.1,,Rumex bucephalophorus,242533,,,2131199824,2651,215375990,41.5,,
KIB_Olat_2,GCA_036346145.1,,Olyra latifolia,38716,,,639189835,114,57043745,44.5,,
MPIPZ_rhyPub2m_2.0,GCA_028095005.1,,Rhynchospora pubera,906938,,Annotation submitted by Max-Planck institute for plant breeding research,1694853883,9715,265146654,35.5,91362,91362
ASM3689821v1,GCA_036898215.1,,Platycarya strobilacea,91224,,,688119128,195,45791698,34.5,,
ASM5008443v1,GCA_050084435.1,,Ricciocarpos natans,53035,,,221188115,65,22738418,41,,
lpHorErec1.1,GCA_978496365.1,,Hordeum erectifolium,58926,,Annotation submitted by Institute of Plant Genetics - Heinrich-Heine-Universitat Dusseldorf,3937324520,3531,550101045,46.5,71475,62096
lpCarSpic1.1,GCA_977035945.1,,Carex spicata,240682,,,385537290,48,13139737,34.5,,
Lec_genome00000000,GCA_047370805.1,,Lagerstroemia excelsa,2291130,,,330164756,187,12931699,39,,
laPotPusi1.hap1.1,GCA_965644125.1,,Potamogeton pusillus,246702,,,284486300,267,26103200,37.5,,
drPruBrig1.1,GCA_964267205.1,,Prunus brigantina,151428,,Annotation submitted by Genoscope CEA,259721188,107,29256389,38.5,42978,42978
lpHolMoll1.hap1.1,GCA_965644105.1,,Holcus mollis,376124,,,3865379649,1660,183070598,46,,
Ltrigynum_genome,GCA_964030455.1,,Linum trigynum,586398,,Annotation submitted by Stockholm University,498043431,104,47029054,41.5,54264,54263
ASM5357423v1,GCA_053574235.1,,Bischofia polycarpa,487651,,,585614234,160,17179425,35,,
daRhiMino1.hap1.1,GCA_964270735.1,,Rhinanthus minor,254782,,,1178428141,688,143937428,42,,
B.falcata_pri1.0,GCA_050494575.1,,Boechera falcata,500435,,,188711810,56,27200968,36,,
ASM4673658v1,GCA_046736585.1,,Pectocarya recurvata,2005094,,,215950514,1531,12148414,38.5,,
ASM5117122v1,GCA_051171225.1,,Avena occidentalis,311213,,,10943658757,2236,510913648,44,,
cjBazTric3.1,GCA_974818285.1,,Bazzania tricrenata,306421,,,697648202,313,64792415,43,,
drMyrSibi1.hap1.1,GCA_977013075.1,,Myriophyllum sibiricum,24953,,,239797373,192,32787532,36,,
ASM4893324v1,GCA_048933245.1,,Aulacomnium turgidum,67248,,,277840224,58,23694134,39,,
csSphComp1.1,GCA_965153455.1,,Sphagnum compactum,128190,,Annotation submitted by ELIXIR Norway,381742713,752,18412224,37,21050,21050
cbLewAcum8.4,GCA_965213355.2,,Lewinskya acuminata,1172132,,,256354420,51,40771022,37.5,,
CS_V1,GCA_037113605.1,,Calophaca sinica,1641257,,,1058474203,281,136597843,37,,
drCotNebr1.1,GCA_980514835.1,,Cotoneaster nebrodensis,3086330,,,2837423359,855,32471515,38,,
lpCarEchi2.hap1.1,GCA_965279795.1,,Carex echinata,234467,,,378733845,83,13577040,35,,
ddSalPent1.hap1.1,GCA_979017335.1,,Salix pentandra,75715,,,779193258,238,20349917,36,,
ASM1609754v1,GCA_016097545.1,,Eucalyptus victrix,1230916,,,557158857,120,53188080,39,,
ASM5008425v1,GCA_050084255.1,,Ptychomitrium wilsonii,254112,,,181235540,42,14240759,38.5,,
ASM4935495v1,GCA_049354955.1,,Clinopodium barosmum,751787,,,521927334,137,11021480,37,,
CITME,GCA_964211905.1,,Citrus reshni,171252,,,346387958,199,36212829,34.5,,
Pmac_1.0,GCA_031439585.1,,Pterocarpus macrocarpus,108278,,,634581834,981,63759412,34,,
drAlcFaer1.hap1.1,GCA_977018505.1,,Alchemilla faeroensis,478306,,,4888224412,1087,23747037,38.5,,
dcMoeTrin1.hap1.1,GCA_964106765.1,,Moehringia trinervia,169227,,,1244268398,454,103006838,36.5,,
daLamPurp1.hap1.2,GCA_964659665.2,,Lamium purpureum,53164,,,581106170,303,61497587,36.5,,
ASM4722552v1,GCA_047225525.1,,Malus x platycarpa,343465,,,1182868055,1126,31375209,38,,
laPotTric1.hap1.1,GCA_965663725.1,,Potamogeton trichoides,397083,,,361294105,1552,22871622,39,,
ASM5094717v1,GCA_050947175.1,,Wikstroemia monnula,1008942,,,1355392189,643,73701093,42.5,,
daGalBore1.hap1.1,GCA_977964095.1,,Galium boreale,35896,,,490239048,255,42358925,39,,
UCR_Fairchild_v1.0,GCA_037179405.1,,Citrus clementina x Citrus x tangelo,1928916,,,365042596,315,42136383,34,,
ddHibRich2.1,GCA_964234765.1,,Hibiscus richardsonii,1793824,,,1616760149,650,116653042,37.5,,
ASM3987775v1,GCA_039877755.1,,Apocynum pictum,377126,,,225320346,79,19644087,32.5,,
ASM4646409v1,GCA_046464095.1,,Prunus serrula,1358727,,,284477517,262,32418639,38,,
daJasMont1.hap1.1,GCA_964059625.1,,Jasione montana,239452,,,1282032516,701,211226737,36.5,,
daGnaSupi1.hap1.1,GCA_964263845.1,,Omalotheca supina,261773,,,1062158553,423,74789679,35.5,,
ASM5547436v1,GCA_055474365.1,,Madhuca pasquieri,2745869,,,736463265,222,57828809,34,,
daGnaUlig1.1,GCA_963930675.1,,Gnaphalium uliginosum,702247,,,354384338,220,47177712,34,,
ASM5008431v1,GCA_050084315.1,,Timmia megapolitana,115597,,,420091008,110,28146234,36,,
cjScaComp1.1,GCA_974939995.1,,Scapania compacta,402640,,,314118723,186,35357065,42,,
ASM4722641v1,GCA_047226415.1,,Malus mandshurica,106559,,,668114691,717,37210736,38,,
CDU_SJS,GCA_051363255.1,,Scurrula parasitica,227903,,,547414755,731,59613188,40,,
cjAnaOrca4.1,GCA_965636915.1,,Anastrepta orcadensis,264780,,,601899852,425,63430663,42,,
ASM3632165v1,GCA_036321655.1,,Quercus alba,3513,,,794470935,763,65550804,35.5,,
ASM5008404v1,GCA_050084045.1,,Orthotrichum anomalum,61562,,,276791496,86,27148470,38.5,,
cbAnoViti19.1,GCA_976358155.1,,Anomodon viticulosus,253516,,,365306794,345,32944658,37.5,,
ASM5057533v1,GCA_050575335.1,,Macrotyloma geocarpum,2109663,,,364904733,1519,30590648,32.5,,
ASM5413061v1,GCA_054130615.1,,Yunnanopilia longistaminea,1677695,,,835699901,357,79597804,38.5,,
drLatLini1.hap1.1,GCA_964345755.1,,Lathyrus linifolius,313096,,,5159471692,2743,697169871,38,,
laApoDist1.hap2.1,GCA_965152715.1,,Aponogeton distachyos,55311,,,4498624888,2101,279095616,40.5,,
daAveFist1.hap2.1,GCA_965178305.1,,Avellara fistulosa,1940801,,,1212099999,326,302010202,36.5,,
csSphBalt1.1,GCA_965153435.1,,Sphagnum balticum,128184,,Annotation submitted by ELIXIR Norway,514822689,2046,20472062,36.5,32466,32466
cbPsePuru1.1,GCA_963969395.1,,Pseudoscleropodium purum,80891,,,318261484,327,28084366,37,,
cjDouOvat2.1,GCA_975526185.1,,Douinia ovata,248357,,,1029255173,516,138274450,43,,
csSphJens1.h2.1,GCA_964014455.1,,Sphagnum jensenii,128206,,Annotation submitted by ELIXIR Norway,411508223,753,19055183,36.5,26937,26937
Mqui_v1_hapA,GCA_030064385.1,,Melaleuca quinquenervia,164942,,,269244392,251,22766892,40.5,,
daPetAlbu1.hap1.1,GCA_965198595.1,,Petasites albus,904458,,,2845887869,4009,88100263,35,,
daMatDisc1.hap1.1,GCA_964276665.1,,Matricaria discoidea,883867,,,2091659722,678,256210049,36,,
ASM2569851v1,GCA_025698515.1,,Gossypium sturtianum,34278,,,1903576288,584,156041810,37,,
daFilPyra1.hap1.1,GCA_965234795.1,,Filago pyramidata,261772,,,617772229,294,41485961,33.5,,
csSphTroe1.h2.1,GCA_963970355.1,,Sphagnum troendelagicum,128251,,Annotation submitted by ELIXIR Norway,378392600,121,20910308,36.5,24167,24167
ASM1418272v1,GCA_014182725.1,,Eucalyptus brandiana,2654256,,,507080314,168,45469133,39.5,,
daGalUlig1.hap1.1,GCA_965199535.1,,Galium uliginosum,715724,,,528277042,432,45994941,39,,
daCalObtu1.hap1.1,GCA_965117245.1,,Callitriche obtusangula,1155256,,,1574495399,792,285762089,34.5,,
daMelSylv1.2,GCA_965112295.2,,Melampyrum sylvaticum,86092,,,4364701859,1107,518619984,40.5,,
drLatApha1.1,GCA_963966055.1,,Lathyrus aphaca,3854,,,4252398850,1344,575512124,37.5,,
ASM4730200v1,GCA_047302005.1,,Rhododendron championiae,182148,,,530891833,228,39500714,39,,
ASM1714016v1,GCA_017140165.1,,Eucalyptus shirleyi,1234624,,,597179277,181,56342652,39,,
daDipFull1.hap1.1,GCA_977013065.1,,Dipsacus fullonum,183561,,,2838200624,1775,307147849,35,,
daStaAlpi1.hap1.1,GCA_965217345.1,,Stachys alpina,694383,,,744297240,324,49748155,37.5,,
ysh_2023,GCA_964187755.2,,Helwingia omeiensis,2021390,,,2748316618,2552,127781096,35,,
drTorJapo1.hap1.2,GCA_965197025.2,,Torilis japonica,49576,,,551348505,299,68497555,34,,
cjTriTetr1.1,GCA_965637375.1,,Tricholepidozia tetradactyla,989957,,,480682534,292,42487261,42,,
lsIriFoet1.hap1.1,GCA_964204905.1,,Iris foetidissima,585813,,,6994326806,3221,330135341,40.5,,
mschizocarpa_assembly_v2,GCA_900464855.2,,Musa schizocarpa,52706,,,525283493,379,44786816,39.5,,
daVerSerp1.hap1.1,GCA_964197965.1,,Veronica serpyllifolia,164258,,,368141821,204,58544098,36.5,,
ASM1714047v1,GCA_017140475.1,,Eucalyptus fibrosa,1711299,,,589911834,192,55660680,39,,
ASM4730210v1,GCA_047302105.1,,Rhododendron neriiflorum,184577,,,669436590,339,53854392,40.5,,
KIB_Mbac_1,GCA_036346265.1,,Melocanna baccifera,104005,,,1077066268,818,28107628,43,,
Rhastatulus_xyymale_1.0.hap1,GCA_053572225.1,,Rumex hastatulus,273503,,,1510284419,1571,466657150,41.5,,
ASM1609748v1,GCA_016097485.1,,Eucalyptus sideroxylon x Eucalyptus melliodora,2660567,,,603574748,281,57046409,39.5,,
daCymMura1.hap1.1,GCA_965199525.1,,Cymbalaria muralis,4166,,,427485095,541,57424162,35.5,,
daBelVisc1.hap1.1,GCA_965636935.1,,Bellardia viscosa,46056,,,1176560925,609,51453985,38,,
dmAdoAnnu1.hap1.2,GCA_964200825.2,,Adonis annua,212759,,,14092464277,10720,817723161,39,,
drHerSpho1.hap1.1,GCA_965233475.1,,Heracleum sphondylium,40919,,,2028217319,946,179908808,36,,
drGerMoll1.hap1.1,GCA_965199465.1,,Geranium molle,581251,,,399253194,493,29412803,39.5,,
ASM2937933v1,GCA_029379335.1,,Thymus mandschuricus,532139,,,587059534,199,38513346,40,,
Spirodela_intermedia_8410_2,GCA_902729315.2,,Spirodela intermedia,51605,,Annotation submitted by Leibniz Institute of Plant Genetics and Crop Plant Research,136679681,86,9247472,42,22226,21894
ddHibVerd5.1,GCA_965152735.1,,Hibiscus verdcourtii,2867966,,,3027797144,1333,108066256,37.5,,
lpAloGeni1.hap1.1,GCA_965641495.1,,Alopecurus geniculatus,114195,,,6196785535,2300,455083899,45,,
daLapComm1.hap1.1,GCA_965198615.1,,Lapsana communis,268080,,,1043710947,517,152351827,38,,
cbPolForo1.2,GCA_964035585.2,,Polytrichum formosum,41836,,,487538104,572,72514192,41.5,,
cbHypCupr5.1,GCA_965113285.1,,Hypnum cupressiforme,53011,,,374411614,143,48124063,37,,
ddSalLana11.1,GCA_976975055.1,,Salix lanata,218388,,,374785058,172,17732360,35,,
cjNeoAtte2.1,GCA_965642955.1,,Neoorthocaulis attenuatus,1331087,,,690073451,327,74533173,43,,
drMyrAlte1.1,GCA_964291835.1,,Myriophyllum alterniflorum,434553,,,244224204,215,32916660,36.5,,
ddEriCine1.hap1.1,GCA_976954435.1,,Erica cinerea,270432,,,321501296,186,24127149,40,,
laPotNata1.hap1.2,GCA_965203715.2,,Potamogeton natans,189328,,,728990470,839,22351093,38,,
daTeuScoo1.hap1.2,GCA_965213385.2,,Teucrium scorodonia,53178,,,1035126113,449,59430467,39,,
